Acc	Gene_Family	Species	SRR062276_Abundance.RPKs	SRR062301_Abundance.RPKs	SRR062353_Abundance.RPKs	SRR062357_Abundance.RPKs	SRR062371_Abundance.RPKs	SRR062372_Abundance.RPKs	SRR062389_Abundance.RPKs	SRR062396_Abundance.RPKs	SRR062402_Abundance.RPKs	SRR062413_Abundance.RPKs	SRR062415_Abundance.RPKs	SRR062435_Abundance.RPKs	SRR062441_Abundance.RPKs	SRR062462_Abundance.RPKs	SRR1804628_Abundance.RPKs	SRR1804686_Abundance.RPKs	SRR346673_Abundance.RPKs	SRR346681_Abundance.RPKs	SRR513168_Abundance.RPKs	SRR513448_Abundance.RPKs	SRR514180_Abundance.RPKs	SRR514191_Abundance.RPKs	SRR514231_Abundance.RPKs	SRR528155_Abundance.RPKs	SRR528183_Abundance.RPKs	SRR528261_Abundance.RPKs	SRR528300_Abundance.RPKs	SRR528353_Abundance.RPKs	SRR528423_Abundance.RPKs	SRR532006_Abundance.RPKs	SRR532015_Abundance.RPKs	SRR532024_Abundance.RPKs	SRR532040_Abundance.RPKs	SRR532178_Abundance.RPKs	SRR532183_Abundance.RPKs	SRR532190_Abundance.RPKs	SRR532191_Abundance.RPKs	SRR532504_Abundance.RPKs	SRR532507_Abundance.RPKs	SRR533152_Abundance.RPKs	SRR533153_Abundance.RPKs	SRR545546_Abundance.RPKs	SRR638753_Abundance.RPKs	SRR640340_Abundance.RPKs	SRR640357_Abundance.RPKs	SRR640452_Abundance.RPKs	SRR640499_Abundance.RPKs
R6C1F4	 Polysaccharide_deacetylase	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020828	0.000224092	0.000195895	0.00020107	0.000201583	0.000203908	0	0	0	0	4.04958e-05	5.07548e-05	4.6268e-05	5.5918e-05	0	0	4.39366e-05	4.50452e-05	0	0	0	0	0	0
E3BRV8	 ABC_transporter_ATP_binding_protein	g__Lactobacillus.s__Lactobacillus_iners	0.000111917	0.000157069	4.89332e-05	7.30022e-05	0	0	0	0	0	0	0	0	0	0	0.000759244	0.000366099	0	0	0	5.09459e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7XH19	 Exosortase_family_protein	g__Lactobacillus.s__Lactobacillus_crispatus	0.000214329	0.000186791	0.000274632	0.000134479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020374	0.000254047	0.000248731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1NXK8	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	0.000282436	0.000231141	3.11054e-05	9.36577e-05	0	0	0	0	0	0	0	0	0	0	0.000580079	0.000297727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BR68	 ATP_synthase_subunit_b	g__Lactobacillus.s__Lactobacillus_iners	9.361e-05	0.000157834	4.0023e-05	4.95712e-05	0	0	0	0	0	0	0	0	0	0	0.00069407	0.000479862	0	0	0	1.05187e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S4GJL8	 NO_NAME	g__Gardnerella.s__Gardnerella_vaginalis	0	0	0	1.33851e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00150259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5FJ44	 Galactokinase	g__Lactobacillus.s__Lactobacillus_crispatus	0.000232586	0.000144069	0.000231388	0.000188135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000264209	0.000224496	0.000230937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F9YZ43	 ABC_transporter_ATP_binding_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	8.19074e-07	0	0	0	7.42104e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144339	0.000209959	0.000206935	0.000242651	0	0	0	0	0.000209135	6.72009e-05	0	0	0	0.000427254	0	0	0	0
D9RTL0	 50S_ribosomal_protein_L2	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208388	0.000209608	0.00019568	0.00021153	0.000224543	0.000209508	0	0	0	0	4.43804e-05	4.79668e-05	3.19643e-05	4.47417e-05	0	0	4.077e-05	4.65966e-05	0	0	0	0	0	0
R6AUM6	 FeS_assembly_protein_SufD	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000206018	0.000208977	0.000200379	0.000203624	0.00020599	0.00021383	0	0	0	0	5.31425e-05	4.20771e-05	5.11775e-05	4.1094e-05	0	0	4.33201e-05	4.58937e-05	0	0	0	0	0	0
F3CMH1	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.56036e-05	0	0.000310767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110903
F9YYP8	 Pyridoxal_kinase	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	7.70591e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224878	0.000196843	4.80542e-05	0.000193615	0	0	0	0	6.38127e-05	0.000372671	0	0	0	0.00041451	0	0	0	0
W4JM70	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.000265512	0.000229318	0.000347869	0.000392204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9326e-06	0	0.000274302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5EUQ7	 30S_ribosomal_protein_S4	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193746	0.00020429	0.000207871	0.00021367	0.000200353	0.000203959	0	0	0	0	5.90037e-05	5.27838e-05	4.6786e-05	4.29972e-05	0	0	4.73646e-05	4.20264e-05	0	0	0	0	0	0
E1NWE3	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	0.000256412	0.000156331	5.32757e-05	5.25435e-05	0	0	0	0	0	0	0	0	0	0	0.000631919	0.000363341	0	0	0	9.33446e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G8VFH9	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6B1Z0	 2_C_methyl_D_erythritol_4_phosphate_cytidylyltransferase	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195599	0.000195933	0.000202312	0.000202715	0.000206394	0.000211175	0	0	0	0	5.63543e-05	4.28297e-05	2.85797e-05	7.20327e-05	0	0	4.40757e-05	5.61037e-05	0	0	0	0	0	0
R6BQ73	 Conserved_domain_protein	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000267763	0.00017657	0.000191308	0.000169571	0.000205657	0.000199227	0	0	0	0	6.57566e-05	5.11621e-05	5.08837e-05	4.37661e-05	0	0	7.23554e-05	1.99581e-05	0	0	0	0	0	0
R6CLP3	 Cation_efflux_family_protein	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000205375	0.000191684	0.000214372	0.000220527	0.000224019	0.000187742	0	0	0	0	3.7581e-05	5.25595e-05	4.43829e-05	4.80447e-05	0	0	4.15302e-05	4.61442e-05	0	0	0	0	0	0
F9YX34	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000603251	0	0	0	0	0	0.000910434	0	0	0	0	0	0	0	0	0
R6C3C9	 ATP_dependent_RNA_helicase_DEAD_DEAH_box_family	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201674	0.000205359	0.000209804	0.000204406	0.000209597	0.000206514	0	0	0	0	4.5256e-05	4.3232e-05	4.72285e-05	5.53789e-05	0	0	4.04065e-05	4.41886e-05	0	0	0	0	0	0
R5PS27	 Arginine_tRNA_ligase	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000204425	0.000204004	0.000199513	0.000204951	0.000195171	0.000209024	0	0	0	0	5.46225e-05	4.6437e-05	4.26918e-05	5.51345e-05	0	0	4.19517e-05	5.50177e-05	0	0	0	0	0	0
F9YYT7	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000653894	0	0	0	0	0	0	0.0008589	0	0	0	0	0	0	0	0	0
D5GZM0	 Membrane_protein	g__Lactobacillus.s__Lactobacillus_crispatus	0.000194314	0.000128444	0.000238549	0.000239046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000241154	0.000257285	0.000213648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6PN39	 Aspartate_1_decarboxylase	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189634	0.000206272	0.000187964	0.000193422	0.000229471	0.000227297	0	0	0	0	3.99737e-05	6.11025e-05	3.57131e-05	5.63914e-05	0	0	4.60838e-05	3.84501e-05	0	0	0	0	0	0
D1PD15	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222069	0.000211919	0.000191735	0.000218249	0.000220528	0.000234919	0	0	0	0	2.79262e-05	6.5252e-05	4.86475e-05	1.66237e-05	0	0	2.90785e-05	2.40912e-05	0	0	0	0	0	0
C8PB38	 Response_regulator_receiver_domain_protein	g__Lactobacillus.s__Lactobacillus_iners	0.000110854	0.000138441	8.8368e-05	6.28031e-05	0	0	0	0	0	0	0	0	0	0	0.000657031	0.000452734	0	0	0	6.97774e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BT80	 LPXTG_motif_cell_wall_anchor_domain_protein	g__Lactobacillus.s__Lactobacillus_iners	0.000113812	0.000166841	2.87845e-05	5.45418e-05	0	0	0	0	0	0	0	0	0	0	0.000542074	0.000604592	0	0	0	2.52622e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BS16	 PAS_domain_S_box_protein	g__Lactobacillus.s__Lactobacillus_iners	0.00011023	0.000150643	7.77018e-05	8.51285e-05	0	0	0	0	0	0	0	0	0	0	0.000665749	0.000420613	0	0	0	7.29054e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6C0E9	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199217	0.000201968	0.000212059	0.000203586	0.000185515	0.000190146	0	0	0	0	5.29175e-05	5.60775e-05	5.3956e-05	5.55157e-05	0	0	4.74027e-05	5.21919e-05	0	0	0	0	0	0
R6B1L3	 Phospho_N_acetylmuramoyl_pentapeptide_transferase	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215054	0.000226034	0.000192225	0.000199296	0.000190722	0.000199606	0	0	0	0	3.6956e-05	5.24406e-05	5.76216e-05	5.15213e-05	0	0	5.11377e-05	3.74483e-05	0	0	0	0	0	0
E3BRX4	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	0.000120983	0.000163416	8.32871e-05	7.64812e-05	0	0	0	0	0	0	0	0	0	0	0.000681622	0.000384247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5FKU8	 Cell_division_protein_SepF	g__Lactobacillus.s__Lactobacillus_crispatus	0.0002213	0.000148227	0.000210313	0.000281666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180315	0.000248447	0.000219655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BT01	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	0.000176301	0.000143267	6.47855e-05	4.83284e-05	0	0	0	0	0	0	0	0	0	0	0.000617918	0.000457775	0	0	0	1.42373e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C3QN34	 NO_NAME	g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.32702e-05	9.5395e-05	4.2378e-05	0.000126605	0	0.000127282	0	0	0	0	0.000196571	0.000341208	7.23889e-05	0.000123639	0	0	4.47694e-05	0.000296283	0	0	0	0	0	0
D1PD78	 Gliding_motility_associated_lipoprotein_GldH	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214228	0.000201522	0.000186072	0.000220716	0.000222556	0.000173166	0	0	0	0	4.99121e-05	4.94788e-05	4.97406e-05	5.91935e-05	0	0	3.41236e-05	4.85737e-05	0	0	0	0	0	0
D5GYI5	 Redox_protein_regulator_of_disulfide_bond_formation	g__Lactobacillus.s__Lactobacillus_crispatus	0.000208621	0.000182202	0.000171278	0.000202621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220759	0.000298116	0.000225414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5H291	 COMF_operon_protein_1	g__Lactobacillus.s__Lactobacillus_crispatus	0.000165364	0.000205509	0.000214653	0.000186663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246101	0.000266166	0.000224502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6C4F2	 Redox_active_protein	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212658	0.000208264	0.000212771	0.000201741	0.000193711	0.000194575	0	0	0	0	4.99384e-05	4.74643e-05	3.68463e-05	4.21696e-05	0	0	5.60036e-05	5.27855e-05	0	0	0	0	0	0
E3BT55	 ABC_transporter_ATP_binding_protein	g__Lactobacillus.s__Lactobacillus_iners	0.00014577	0.000160082	5.39598e-05	2.78217e-05	0	0	0	0	0	0	0	0	0	0	0.000727779	0.000391824	0	0	0	1.67897e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G3YYF7	 50S_ribosomal_protein_L13	g__Lactobacillus.s__Lactobacillus_iners	0.000161698	0.000253517	8.16121e-05	0.000110582	0	0	0	0	0	0	0	0	0	0	0.000696927	0.000204533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8PCG7	 Phosphate_binding_protein	g__Lactobacillus.s__Lactobacillus_iners	0.00015341	0.000140525	3.89768e-05	4.4137e-05	0	0	0	0	0	0	0	0	0	0	0.000720094	0.000411382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E4FE05	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000488118	0.000402168	0	0	0	0	0	0	0.000618059	0	0	0	0	0	0	0	0
R6CKF3	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000212896	0.000208813	0.00020979	0.000198244	0.000178865	0.000164217	0	0	0	0	9.16419e-05	6.08431e-05	5.20356e-05	1.58258e-05	0	0	7.14596e-05	4.34697e-05	0	0	0	0	0	0
G3YZT6	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	0	2.71514e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00087891	0.000602035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5H2G6	 Membrane_protein	g__Lactobacillus.s__Lactobacillus_crispatus	0.000220052	0.000207862	0.000147141	0.000202248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000246973	0.000260834	0.000222954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5GXV1	 Cell_division_initiation_protein	g__Lactobacillus.s__Lactobacillus_crispatus	0.000252541	0.000113873	0.0002765	0.000230232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193338	0.000225328	0.000215949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3R2K3	 Nitroreductase_family_protein	g__Lactobacillus.s__Lactobacillus_crispatus	0.000249769	0.000190492	0.000158789	0.000215519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217548	0.000260548	0.000215069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BSR2	 Xaa_Pro_dipeptidase	g__Lactobacillus.s__Lactobacillus_iners	0.000121006	0.000141006	7.97722e-05	4.51776e-05	0	0	0	0	0	0	0	0	0	0	0.000590868	0.00052946	0	0	0	4.19495e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6BQN6	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00020164	0.0001967	0.000235992	0.000211474	0.000215126	0.000167271	0	0	0	0	4.52292e-05	5.43751e-05	3.99462e-05	5.09591e-05	0	0	3.62455e-05	5.18637e-05	0	0	0	0	0	0
E3BS60	 Basic_membrane_protein	g__Lactobacillus.s__Lactobacillus_iners	0.000134787	0.00013425	8.7135e-05	6.88181e-05	0	0	0	0	0	0	0	0	0	0	0.000738083	0.000343656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D9RTK6	 30S_ribosomal_protein_S10	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184458	0.000219063	0.000211888	0.000217486	0.000227506	0.000217204	0	0	0	0	4.80949e-05	2.42103e-05	3.33669e-05	5.75268e-05	0	0	2.01577e-05	4.57596e-05	0	0	0	0	0	0
E1NIC0	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	3.89715e-05	2.50071e-05	1.08711e-05	1.04146e-05	0	0	0	0	0	0	0	0	0	0	0.000770602	0.000650814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D4HCM3	 PspA_IM30_family_protein	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029384	0.000196918	0.000314176	0.000195134	0	0	0	0	0.000258098	0.000248259	0	0	0	0	0	0	0	0
K1MZQ1	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.00034776	0.000289233	0.000250846	0.000314851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F9YYX4	 NO_NAME	g__Propionibacterium.s__Propionibacterium_acnes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693127	0	0	0	0	0	0	0.000812755	0	0	0	0	0	0	0	0	0
D5H277	 Permease	g__Lactobacillus.s__Lactobacillus_crispatus	0.000210561	0.0001751	0.000193689	0.000202219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000222082	0.000270099	0.00023209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D1BP12	 NO_NAME	g__Veillonella.s__Veillonella_parvula	0	0	0	0	0.000157846	0.000157649	0.000273017	0.000159983	0.000183732	0.000130845	1.65799e-05	5.42325e-05	2.62734e-05	0	0	0	0.000177374	0.000117293	0	0	0	0	5.05503e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5H2X0	 Non_heme_iron_containing_ferritin	g__Lactobacillus.s__Lactobacillus_crispatus	0.000192859	0.00015211	0.000130382	0.000276262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234385	0.000295566	0.000223641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F0GS32	 Serine_type_D_Ala_D_Ala_carboxypeptidase	g__Lactobacillus.s__Lactobacillus_iners	0.000109912	0.000120221	7.58929e-05	5.2983e-05	0	0	0	0	0	0	0	0	0	0	0.000694418	0.000451385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E4SI39	 Phosphoglycerate_mutase	g__Lactobacillus.s__Lactobacillus_crispatus	0.000218956	0.000140467	0.000174055	0.000244859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223477	0.000289238	0.000213524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X5NU12	 Quinone_oxidoreductase	unclassified	0	0	0	0	9.45799e-05	4.42818e-05	4.76359e-05	1.17853e-05	2.02062e-05	4.76746e-05	8.85294e-05	4.14708e-05	7.28675e-05	5.67553e-05	0	0	1.9403e-05	1.64419e-05	0	0	0	9.13098e-06	0.000122364	0	0	0	0	0	0	0.000335002	0	0	0	0	0	0	0	0.000469296	0	6.88596e-06	0	0	0	0	0	0	0
E3BTR3	 ABC_transporter_permease_protein	g__Lactobacillus.s__Lactobacillus_iners	9.03146e-05	0.000108527	3.62212e-05	3.31818e-05	0	0	0	0	0	0	0	0	0	0	0.00084763	0.000387487	0	0	0	6.99078e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
R6C6V0	 Ferrichrome_transport_ATP_binding_protein_FhuC	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187709	0.000187522	0.000207727	0.000195975	0.000203697	0.000202853	0	0	0	0	6.24021e-05	4.76128e-05	5.28622e-05	4.22479e-05	0	0	4.90045e-05	6.44071e-05	0	0	0	0	0	0
D1P927	 NO_NAME	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179949	0.000236295	0.000202529	0.00022599	0.000236641	0.000166438	0	0	0	0	2.44864e-05	4.22549e-05	5.97831e-05	0	0	0	6.32134e-05	6.64241e-05	0	0	0	0	0	0
K1N1P3	 NO_NAME	g__Lactobacillus.s__Lactobacillus_crispatus	0.000322804	0.000107255	0.000205435	0.00021734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000155554	0.000267023	0.000228066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G3YXW3	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	8.11936e-05	9.87334e-05	9.0802e-05	3.11547e-05	0	0	0	0	0	0	0	0	0	0	0.000813583	0.000387654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BS24	 Amino_acid_permease	g__Lactobacillus.s__Lactobacillus_iners	0.000172241	0.000143865	5.64353e-05	6.51379e-05	0	0	0	0	0	0	0	0	0	0	0.000674147	0.000391204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8SHE8	 NO_NAME	g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105275	6.94983e-05	6.78048e-05	0.000237026	3.4672e-05	0.000131934	0	0	0	0	0.000166508	0.000119722	0.000316054	0.000197823	0	0	0	5.50077e-05	0	0	0	0	0	0
R6YQV7	 Coenzyme_A_transferase_PsecoA	g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211904	0.000204802	0.000199915	0.000201624	0.0002204	0.000206314	0	0	0	0	4.61343e-05	4.81365e-05	3.90777e-05	3.72466e-05	0	0	4.27943e-05	4.29089e-05	0	0	0	0	0	0
D5H311	 Glucose_6_phosphate_1_dehydrogenase	g__Lactobacillus.s__Lactobacillus_crispatus	0.000212152	0.000215733	0.000269942	0.000189064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000187163	0.000230732	0.000196432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1NSE3	 D_alanine_poly_phosphoribitol_ligase_subunit_2	g__Lactobacillus.s__Lactobacillus_iners	0.000145812	0.000228006	0	3.82468e-05	0	0	0	0	0	0	0	0	0	0	0.000638624	0.000450409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q046C5	 50S_ribosomal_protein_L3	g__Lactobacillus.s__Lactobacillus_iners	0.0001485	0.000194386	0.000109376	0.000142709	0	0	0	0	0	0	0	0	0	0	0.000688997	0.000215533	0	0	0	7.9633e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E1NFA8	 PTS_system_Lactose_Cellobiose_specific_IIB_subunit	g__Lactobacillus.s__Lactobacillus_iners	0.000161367	0.000116442	6.54302e-05	9.72476e-05	0	0	0	0	0	0	0	0	0	0	0.000701622	0.000358072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E3BT27	 NO_NAME	g__Lactobacillus.s__Lactobacillus_iners	0.000181161	0.000111482	2.39066e-05	2.40636e-05	0	0	0	0	0	0	0	0	0	0	0.000749378	0.000409784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
